Category,Subcategory,Detail,Activity,Description,Unit,EmissionFactor
WTT- delivery vehs & freight,WTT- vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,km,0.01979
WTT- delivery vehs & freight,WTT- vans,Class III (1.74 to 3.5 tonnes),,Diesel,miles,0.10792
WTT- delivery vehs & freight,WTT- vans,Class III (1.74 to 3.5 tonnes),,Petrol,miles,0.15745
WTT- delivery vehs & freight,WTT- vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.06047
WTT- delivery vehs & freight,WTT- vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,miles,0.03186
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Diesel,tonne.km,0.15095
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Petrol,tonne.km,0.22943
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,CNG,tonne.km,0.12816
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,LPG,tonne.km,0.08119
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Unknown,tonne.km,0.15335
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,0.09458
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,0.05633
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Diesel,km,0.06128
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Petrol,km,0.06183
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,CNG,km,0.05176
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,LPG,km,0.03279
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Unknown,km,0.0613
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,0.03758
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,km,0.01759
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Diesel,miles,0.09863
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Petrol,miles,0.0995
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,CNG,miles,0.0833
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,LPG,miles,0.05277
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Unknown,miles,0.09865
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.06047
WTT- delivery vehs & freight,WTT- vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,miles,0.02832
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,tonne.km,0.10694
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,tonne.km,0.05775
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,tonne.km,0.12296
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,0.11027
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,0.11985
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,0.12944
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,0.11851
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,0.17746
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,0.19289
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,0.20832
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,0.19073
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,0.06373
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,0.03585
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,0.09246
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,0.13207
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,0.15094
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,0.16981
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,0.14453
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,0.21255
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,0.24292
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,0.27328
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,0.23259
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,0.04878
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,0.02878
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,0.03736
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,0.18172
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,0.2216
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,0.26149
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,0.23756
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,0.29244
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,0.35664
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,0.42083
WTT- delivery vehs & freight,WTT- HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,0.38231
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,50% Laden,tonne.km,0.05202
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,100% Laden,tonne.km,0.03038
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,Average laden,tonne.km,0.04332
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,0% Laden,km,0.16044
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,50% Laden,km,0.19131
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,100% Laden,km,0.22218
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,Average laden,km,0.20099
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,0% Laden,miles,0.2582
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,50% Laden,miles,0.30788
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,100% Laden,miles,0.35756
WTT- delivery vehs & freight,WTT- HGV (all diesel),All rigids,,Average laden,miles,0.32347
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,tonne.km,0.02731
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,tonne.km,0.01639
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,tonne.km,0.02731
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,0.14831
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,0.18538
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,0.22246
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,0.18538
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,0.23868
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,0.29835
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,0.35802
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,0.29835
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,50% Laden,tonne.km,0.02244
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,100% Laden,tonne.km,0.01403
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,Average laden,tonne.km,0.01799
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,0% Laden,km,0.15178
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,50% Laden,km,0.20237
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,100% Laden,km,0.25296
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,Average laden,km,0.22058
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,0% Laden,miles,0.24426
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,50% Laden,miles,0.32568
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,100% Laden,miles,0.4071
WTT- delivery vehs & freight,WTT- HGV (all diesel),Articulated (>33t),,Average laden,miles,0.35499
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,50% Laden,tonne.km,0.02257
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,100% Laden,tonne.km,0.01409
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,Average laden,tonne.km,0.01823
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,0% Laden,km,0.15162
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,50% Laden,km,0.20159
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,100% Laden,km,0.25157
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,Average laden,km,0.21898
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,0% Laden,miles,0.24401
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,50% Laden,miles,0.32444
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,100% Laden,miles,0.40486
WTT- delivery vehs & freight,WTT- HGV (all diesel),All artics,,Average laden,miles,0.35241
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,50% Laden,tonne.km,0.02886
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,100% Laden,tonne.km,0.01757
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,Average laden,tonne.km,0.02359
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,0% Laden,km,0.15527
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,50% Laden,km,0.19734
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,100% Laden,km,0.23942
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,Average laden,km,0.21154
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,0% Laden,miles,0.24987
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,50% Laden,miles,0.31759
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,100% Laden,miles,0.38531
WTT- delivery vehs & freight,WTT- HGV (all diesel),All HGVs,,Average laden,miles,0.34045
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,tonne.km,0.12758
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,tonne.km,0.06889
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,tonne.km,0.14669
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,0.13155
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,0.14299
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,0.15442
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,0.14138
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,0.2117
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,0.23011
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,0.24852
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,0.22754
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,0.07603
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,0.04277
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,0.11031
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,0.15756
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,0.18007
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,0.20258
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,0.17242
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,0.25357
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,0.2898
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,0.32602
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,0.27748
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,0.0582
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,0.03434
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,0.04457
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,0.21678
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,0.26437
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,0.31196
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,0.2834
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,0.34888
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,0.42546
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,0.50205
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,0.45609
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,50% Laden,tonne.km,0.06206
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,100% Laden,tonne.km,0.03624
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,Average laden,tonne.km,0.05168
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,0% Laden,km,0.1914
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,50% Laden,km,0.22823
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,100% Laden,km,0.26506
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,Average laden,km,0.23978
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,0% Laden,miles,0.30803
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,50% Laden,miles,0.3673
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,100% Laden,miles,0.42657
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All rigids,,Average laden,miles,0.3859
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,tonne.km,0.03167
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,tonne.km,0.019
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,tonne.km,0.03167
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,0.17199
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,0.21499
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,0.25799
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,0.21499
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,0.27679
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,0.34599
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,0.41519
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,0.34599
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,50% Laden,tonne.km,0.02602
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,100% Laden,tonne.km,0.01626
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,Average laden,tonne.km,0.02086
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,0% Laden,km,0.17602
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,50% Laden,km,0.23469
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,100% Laden,km,0.29336
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,Average laden,km,0.25581
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,0% Laden,miles,0.28327
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,50% Laden,miles,0.37769
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,100% Laden,miles,0.47212
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),Articulated (>33t),,Average laden,miles,0.41169
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,50% Laden,tonne.km,0.02617
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,100% Laden,tonne.km,0.01634
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,Average laden,tonne.km,0.02114
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,0% Laden,km,0.17583
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,50% Laden,km,0.23379
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,100% Laden,km,0.29175
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,Average laden,km,0.25395
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,0% Laden,miles,0.28297
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,50% Laden,miles,0.37625
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,100% Laden,miles,0.46952
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All artics,,Average laden,miles,0.40869
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,50% Laden,tonne.km,0.03387
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,100% Laden,tonne.km,0.02062
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,Average laden,tonne.km,0.02769
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,0% Laden,km,0.1822
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,50% Laden,km,0.23157
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,100% Laden,km,0.28095
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,Average laden,km,0.24824
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,0% Laden,miles,0.29322
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,50% Laden,miles,0.37268
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,100% Laden,miles,0.45215
WTT- delivery vehs & freight,WTT- HGV refrigerated (all diesel),All HGVs,,Average laden,miles,0.3995
WTT- delivery vehs & freight,WTT- freight flights,"Domestic, to/from UK",,With RF,tonne.km,0.57429
WTT- delivery vehs & freight,WTT- freight flights,"Domestic, to/from UK",,Without RF,tonne.km,0.57429
WTT- delivery vehs & freight,WTT- freight flights,"Short-haul, to/from UK",,With RF,tonne.km,0.20515
WTT- delivery vehs & freight,WTT- freight flights,"Short-haul, to/from UK",,Without RF,tonne.km,0.20515
WTT- delivery vehs & freight,WTT- freight flights,"Long-haul, to/from UK",,With RF,tonne.km,0.13516
WTT- delivery vehs & freight,WTT- freight flights,"Long-haul, to/from UK",,Without RF,tonne.km,0.13516
WTT- delivery vehs & freight,WTT- freight flights,"International, to/from non-UK",,With RF,tonne.km,0.13516
WTT- delivery vehs & freight,WTT- freight flights,"International, to/from non-UK",,Without RF,tonne.km,0.13516
WTT- delivery vehs & freight,WTT- rail,Freight train,,,tonne.km,0.00691
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"200,000+ dwt",,tonne.km,0.00067
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"120,000–199,999 dwt",,tonne.km,0.00101
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"80,000–119,999 dwt",,tonne.km,0.00135
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"60,000–79,999 dwt",,tonne.km,0.00172
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"10,000–59,999 dwt",,tonne.km,0.00209
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,0–9999 dwt,,tonne.km,0.00764
WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,Average,,tonne.km,0.00104
WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,"60,000+ dwt",,tonne.km,0.00131
WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,"20,000–59,999 dwt",,tonne.km,0.00236
WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,"10,000–19,999 dwt",,tonne.km,0.00429
WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,5000–9999 dwt,,tonne.km,0.0067
WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,0–4999 dwt,,tonne.km,0.01033
WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,Average,,tonne.km,0.00205
WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,"20,000+ dwt",,tonne.km,0.00193
WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,"10,000–19,999 dwt",,tonne.km,0.00248
WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,5000–9999 dwt,,tonne.km,0.00347
WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,0–4999 dwt,,tonne.km,0.0051
WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,Average,,tonne.km,0.00234
WTT- delivery vehs & freight,WTT- sea tanker,LNG tanker,"200,000+ m3",,tonne.km,0.00214
WTT- delivery vehs & freight,WTT- sea tanker,LNG tanker,"0–199,999 m3",,tonne.km,0.00333
WTT- delivery vehs & freight,WTT- sea tanker,LNG tanker,Average,,tonne.km,0.00262
WTT- delivery vehs & freight,WTT- sea tanker,LPG tanker,"50,000+ m3",,tonne.km,0.00207
WTT- delivery vehs & freight,WTT- sea tanker,LPG tanker,"0–49,999 m3",,tonne.km,0.00999
WTT- delivery vehs & freight,WTT- sea tanker,LPG tanker,Average,,tonne.km,0.00235
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"200,000+ dwt",,tonne.km,0.00057
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"100,000–199,999 dwt",,tonne.km,0.00069
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"60,000–99,999 dwt",,tonne.km,0.00094
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"35,000–59,999 dwt",,tonne.km,0.00131
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"10,000–34,999 dwt",,tonne.km,0.00181
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,0–9999 dwt,,tonne.km,0.0067
WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,Average,,tonne.km,0.0008
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,"10,000+ dwt",,tonne.km,0.00273
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,5000–9999 dwt,,tonne.km,0.00363
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,0–4999 dwt,,tonne.km,0.00319
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,"10,000+ dwt 100+ TEU",,tonne.km,0.00253
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,5000–9999 dwt 100+ TEU,,tonne.km,0.00402
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,0–4999 dwt 100+ TEU,,tonne.km,0.00455
WTT- delivery vehs & freight,WTT- cargo ship,General cargo,Average,,tonne.km,0.003
WTT- delivery vehs & freight,WTT- cargo ship,Container ship,8000+ TEU,,tonne.km,0.00287
WTT- delivery vehs & freight,WTT- cargo ship,Container ship,5000–7999 TEU,,tonne.km,0.00381
